Specialty,Specialty Code,Package Name,Procedure Code,Procedure Name,Procedure Price
Orthopaedics,SB,Implant Removal under RA / GA,SB071A,Nail,15000
Orthopaedics,SB,Implant Removal under RA / GA,SB071B,Plate,15000
Orthopaedics,SB,Core Decompression,SB072A,Core Decompression,10000
Orthopaedics,SB,Arthroscopy / open - synovectomy,SB074A,Arthroscopy / open - synovectomy,10000
Surgical Oncology,SC,Glossectomy,SC001A,Hemiglossectomy,52100
Surgical Oncology,SC,Glossectomy,SC001B,Total Glossectomy,80000
ENT,SL,Palatectomy,SC002A,Soft palate,37700
Surgical Oncology,SC,Palatectomy,SC002A,Soft palate,37700
ENT,SL,Palatectomy,SC002B,Hard palate,50900
Surgical Oncology,SC,Palatectomy,SC002B,Hard palate,50900
Surgical Oncology,SC,Maxillectomy,SC003A,Partial,46800
Surgical Oncology,SC,Maxillectomy,SC003B,Radical,64300
Surgical Oncology,SC,Maxillectomy,SC003C,Total,64300
Surgical Oncology,SC,Composite resection (Oral Cavity),SC004A,Composite resection (Oral Cavity),40000
Surgical Oncology,SC,Oesophageal / Tracheal stenting,SC005A,Oesophageal stenting,63500
Surgical Oncology,SC,Oesophageal / Tracheal stenting,SC005B,Tracheal stenting ,63500
Surgical Oncology,SC,Transthoracic esophagectomy: 2F / 3F,SC006A,Open,97100
Surgical Oncology,SC,Transthoracic esophagectomy: 2F / 3F,SC006B,MIS,97100
Surgical Oncology,SC,Gastric pull-up / Jejunal Graft,SC007A,Gastric pull-up / Jejunal Graft,36000
Surgical Oncology,SC,Radical Small Bowel Resection,SC008A,Open,72800
Surgical Oncology,SC,Radical Small Bowel Resection,SC008B,Lap.,72800
Surgical Oncology,SC,Intersphincteric resection,SC009A,Open,66200
Surgical Oncology,SC,Intersphincteric resection,SC009B,Lap.,66200
Surgical Oncology,SC,Surgery for Abdominal wall tumour,SC010A,Abdominal wall tumour resection,38000
Surgical Oncology,SC,Surgery for Abdominal wall tumour,SC010B,Abdominal wall tumour resection with reconstruction,64300
Surgical Oncology,SC,Exploratory laparotomy f / b diversion stoma / bypass,SC011A,Exploratory laparotomy f / b diversion stoma,49100
Surgical Oncology,SC,Exploratory laparotomy f / b diversion stoma / bypass,SC011B,Exploratory laparotomy f / b diversion bypass,49100
Surgical Oncology,SC,Abdominoperineal resection,SC012A,Open,65500
Surgical Oncology,SC,Abdominoperineal resection,SC012B,Lap.,65500
Surgical Oncology,SC,Omentectomy,SC013A,Omentectomy,21000
Surgical Oncology,SC,Procedures Requiring Bypass Techniques,SC014A,Procedures Requiring Bypass Techniques,35000
Surgical Oncology,SC,Segmentectomy - hepatobiliary system,SC015A,Segmentectomy - hepatobiliary system,50000
Surgical Oncology,SC,Radical / Revision Cholecystectomy,SC016A,Radical,65500
Surgical Oncology,SC,Radical / Revision Cholecystectomy,SC016B,Revision,65500
Surgical Oncology,SC,Enucleation of pancreatic neoplasm,SC017A,Enucleation of pancreatic neoplasm,39600
Pediatric Surgery,SS,Hepatoblastoma Excision,SC018A,Hepatoblastoma Excision,52200
Surgical Oncology,SC,Hepatoblastoma Excision,SC018A,Hepatoblastoma Excision,52200
Surgical Oncology,SC,Hemipelvectomy - Internal,SC019A,Hemipelvectomy - Internal,54000
Surgical Oncology,SC,Pelvic Exenteration,SC020A,Anterior - Open,92100
Surgical Oncology,SC,Pelvic Exenteration,SC020B,Anterior - Lap.,92100
Surgical Oncology,SC,Pelvic Exenteration,SC020C,Total - Open,92100
Surgical Oncology,SC,Pelvic Exenteration,SC020D,Total - Lap.,92100
Pediatric Surgery,SS,Wilms tumors: surgery,SC021A,Wilms tumors: surgery,33000
Surgical Oncology,SC,Wilms tumors: surgery,SC021A,Wilms tumors: surgery,33000
Surgical Oncology,SC,Ureteric end to end anastomosis ,SC022A,Ureteric end to end anastomosis ,24000
Surgical Oncology,SC,Distal ureterectomy with reimplantation,SC023A,Distal ureterectomy with reimplantation,35534.85
Urology,SU,Distal ureterectomy with reimplantation,SC023A,Distal ureterectomy with reimplantation,35534.85
Surgical Oncology,SC,Radical cystectomy,SC024A,With continent diversion - Open,98000
Urology,SU,Radical cystectomy,SC024A,With continent diversion - Open,98000
Surgical Oncology,SC,Radical cystectomy,SC024B,With Ileal Conduit - Open,90000
Urology,SU,Radical cystectomy,SC024B,With Ileal Conduit - Open,90000
Surgical Oncology,SC,Radical cystectomy,SC024C,With Ileal Conduit - Lap.,100000
Urology,SU,Radical cystectomy,SC024C,With Ileal Conduit - Lap.,100000
Surgical Oncology,SC,Radical cystectomy,SC024D,With neobladder - Open,110000
Urology,SU,Radical cystectomy,SC024D,With neobladder - Open,110000
Surgical Oncology,SC,Radical cystectomy,SC024E,With neobladder - Lap,126100
Urology,SU,Radical cystectomy,SC024E,With neobladder - Lap,126100
Surgical Oncology,SC,Radical cystectomy,SC024F,With ureterosigmoidostomy - Open,75000
Urology,SU,Radical cystectomy,SC024F,With ureterosigmoidostomy - Open,75000
Surgical Oncology,SC,Radical cystectomy,SC024G,With ureterosigmoidostomy - Lap,98000
Urology,SU,Radical cystectomy,SC024G,With ureterosigmoidostomy - Lap,98000
Surgical Oncology,SC,Radical cystectomy,SC024H,With ureterostomy -Open,70000
Urology,SU,Radical cystectomy,SC024H,With ureterostomy -Open,70000
Surgical Oncology,SC,Radical cystectomy,SC024I,With ureterostomy -Lap.,77392.29
Urology,SU,Radical cystectomy,SC024I,With ureterostomy -Lap.,77392.29
Surgical Oncology,SC,Channel TURP,SC025A,Channel TURP,22800
Surgical Oncology,SC,Radical Urethrectomy ,SC026A,Radical Urethrectomy ,38868.15
Urology,SU,Radical Urethrectomy ,SC026A,Radical Urethrectomy ,38868.15
Surgical Oncology,SC,"Penile preserving surgery 
(WLE, Glansectomy, Laser)",SC027A,"Penile preserving surgery 
(WLE, Glansectomy, Laser)",25000
Urology,SU,"Penile preserving surgery 
(WLE, Glansectomy, Laser)",SC027A,"Penile preserving surgery 
(WLE, Glansectomy, Laser)",25000
Surgical Oncology,SC,Excision of undescended testicular mass ,SC028A,Excision of undescended testicular mass ,24000
Surgical Oncology,SC,Germ Cell Tumour Excision,SC029A,Germ Cell Tumour Excision,30000
HRP,HRP,Salpingoophorectomy,SC030A,Open,20000
Obstetrics & Gynecology,SO,Salpingoophorectomy,SC030A,Open,20000
Obstetrics & Gynecology,SO,Salpingoophorectomy,SC030B,Lap.,20000
Surgical Oncology,SC,Leiomyoma excision,SC031A,Open,74500
Surgical Oncology,SC,Leiomyoma excision,SC031B,MIS,74500
Obstetrics & Gynecology,SO,Radical Hysterectomy,SC032A,Class I radical hysterectomy + bilateral salpingoophorectomy + BPLND - Lap.,27000
Surgical Oncology,SC,Radical Hysterectomy,SC032A,Class I radical hysterectomy + bilateral salpingoophorectomy + BPLND - Lap.,27000
Obstetrics & Gynecology,SO,Radical Hysterectomy,SC032B,Class I radical hysterectomy + bilateral salpingoophorectomy + BPLND - Open,27000
Surgical Oncology,SC,Radical Hysterectomy,SC032B,Class I radical hysterectomy + bilateral salpingoophorectomy + BPLND - Open,27000
Obstetrics & Gynecology,SO,Radical Hysterectomy,SC032C,Class I radical Hysterectomy +/- bilateral salpingoophorectomy - Lap.,27000
Surgical Oncology,SC,Radical Hysterectomy,SC032C,Class I radical Hysterectomy +/- bilateral salpingoophorectomy - Lap.,27000
Obstetrics & Gynecology,SO,Radical Hysterectomy,SC032D,Class I radical Hysterectomy +/- bilateral salpingoophorectomy - Open,27000
Surgical Oncology,SC,Radical Hysterectomy,SC032D,Class I radical Hysterectomy +/- bilateral salpingoophorectomy - Open,27000
Obstetrics & Gynecology,SO,Radical Hysterectomy,SC032E,Class II radical hysterctomy + BPLND,27000
Surgical Oncology,SC,Radical Hysterectomy,SC032E,Class II radical hysterctomy + BPLND,27000
Obstetrics & Gynecology,SO,Radical Hysterectomy,SC032F,Class III radical hysterctomy + BPLND,27000
Surgical Oncology,SC,Radical Hysterectomy,SC032F,Class III radical hysterctomy + BPLND,27000
Obstetrics & Gynecology,SO,Radical Hysterectomy,SC032G,Hysterectomy + bilateral salpingoophorectomy + omentectomy + peritonectomy and organ resections,53400
Surgical Oncology,SC,Radical Hysterectomy,SC032G,Hysterectomy + bilateral salpingoophorectomy + omentectomy + peritonectomy and organ resections,53400
Surgical Oncology,SC,Radical vaginectomy,SC033A,Radical vaginectomy,30000
Obstetrics & Gynecology,SO,Vulvectomy + reconstruction procedures,SC034A,Vulvectomy + reconstruction procedures,36000
Surgical Oncology,SC,Vulvectomy + reconstruction procedures,SC034A,Vulvectomy + reconstruction procedures,36000
Surgical Oncology,SC,Radical Trachelectomy,SC035A,Radical Trachelectomy,40000
Surgical Oncology,SC,Sacral Tumour Excision,SC036A,Anterior + Posterior approach,106900
Surgical Oncology,SC,Sacral Tumour Excision,SC036B,Posterior approach,93300
Surgical Oncology,SC,Resection of nasopharyngeal tumour,SC037A,Resection of nasopharyngeal tumour,40000
Surgical Oncology,SC,Total Pharyngectomy,SC038A,Total Pharyngectomy,36000
Surgical Oncology,SC,Parapharyngeal Tumour Excision,SC039A,Parapharyngeal Tumour Excision,31200
Surgical Oncology,SC,Laryngectomy,SC040A,Partial laryngectomy (voice preserving),75591.6
Surgical Oncology,SC,Laryngectomy,SC040B,Total Laryngectomy,72200
Surgical Oncology,SC,Tracheal resection,SC041A,Tracheal resection,36000
Surgical Oncology,SC,Tracheal / Carinal resection,SC042A,Tracheal / Carinal resection,58800
Surgical Oncology,SC,Tracheal Stenosis (End to end Anastamosis) (Throat),SC043A,Tracheal Stenosis (End to end Anastamosis) (Throat),36000
Surgical Oncology,SC,Central airway tumour debulking,SC044A,Central airway tumour debulking,22800
Surgical Oncology,SC,Diagnostic thoracoscopy,SC045A,Diagnostic thoracoscopy,15000
Surgical Oncology,SC,Sleeve resection of lung cancer,SC046A,Sleeve resection of lung cancer,70000
Surgical Oncology,SC,Mediastinoscopy,SC047A,Diagnostic,35900
Surgical Oncology,SC,Mediastinoscopy,SC047B,Staging,35900
Surgical Oncology,SC,Removal of Chest Wall Tumour,SC048A,Chest Wall Tumour Excision,63300
Surgical Oncology,SC,Removal of Chest Wall Tumour,SC048B,Removal of chest wall tumour with reconstruction,94200
Surgical Oncology,SC,Pleurectomy Decortication,SC049A,Pleurectomy Decortication,39000
Surgical Oncology,SC,Chamberlain procedure,SC050A,Chamberlain procedure,22200
Surgical Oncology,SC,Extrapleural pneumonectomy,SC051A,Extrapleural pneumonectomy,66000
Surgical Oncology,SC,Pneumonectomy,SC052A,Pneumonectomy,54000
Surgical Oncology,SC,Lung metastectomy,SC053A,Open,46600
Surgical Oncology,SC,Lung metastectomy,SC053B,VATS,46600
Surgical Oncology,SC,Thoracostomy,SC054A,Thoracostomy,19800
Surgical Oncology,SC,Mediastinal lymphadenectomy,SC055A,Open,72200
Surgical Oncology,SC,Mediastinal lymphadenectomy,SC055B,Video - assisted,72200
Surgical Oncology,SC,Mediastinal mass excision with lung resection,SC056A,Mediastinal mass excision with lung resection,60000
Surgical Oncology,SC,Segmental resection of lung,SC057A,Open ,67700
Surgical Oncology,SC,Segmental resection of lung,SC057B,Thoracoscopic,67700
Surgical Oncology,SC,Wedge resection lung,SC058A,Open,60400
Surgical Oncology,SC,Wedge resection lung,SC058B,Thoracoscopic,60400
Surgical Oncology,SC,Breast conserving surgery,SC059A,"Breast conserving surgery 
(lumpectomy + axillary surgery)",38400
Surgical Oncology,SC,Breast conserving surgery,SC059B,Breast conserving surgery with Oncoplasty,44900
Surgical Oncology,SC,Axillary Sampling / Sentinel Node Biopsy,SC060A,Axillary Sampling / Sentinel Node Biopsy,16200
Surgical Oncology,SC,Axillary dissection,SC061A,Axillary dissection,19800
Surgical Oncology,SC,Scalp tumour excision with skull bone excision,SC062A,Scalp tumour excision with skull bone excision,30000
Surgical Oncology,SC,Neuroblastoma Excision,SC063A,Neuroblastoma Excision,60000
ENT,SL,Excision of Pinna for Growths / Injuries - Total Amputation & Excision of External Auditory Meatus,SC064A,Growth - Squamous,36200
Surgical Oncology,SC,Excision of Pinna for Growths / Injuries - Total Amputation & Excision of External Auditory Meatus,SC064A,Growth - Squamous,36200
ENT,SL,Excision of Pinna for Growths / Injuries - Total Amputation & Excision of External Auditory Meatus,SC064B,Growth - Basal,36200
Surgical Oncology,SC,Excision of Pinna for Growths / Injuries - Total Amputation & Excision of External Auditory Meatus,SC064B,Growth - Basal,36200
ENT,SL,Excision of Pinna for Growths / Injuries - Total Amputation & Excision of External Auditory Meatus,SC064C,Injury,36200
Surgical Oncology,SC,Excision of Pinna for Growths / Injuries - Total Amputation & Excision of External Auditory Meatus,SC064C,Injury,36200
Surgical Oncology,SC,Neck dissection - comprehensive,SC065A,Neck dissection - comprehensive,16000
Surgical Oncology,SC,Benign Soft Tissue Tumour - Excision,SC066A,Benign Soft Tissue Tumour - Excision (Small),14900
Surgical Oncology,SC,Malignant Soft Tissue Tumour -Excision ,SC067A,Malignant Soft Tissue Tumour (Small)- Excision (New procedure),24000
Plastic & Reconstructive Surgery,SP,Regional flap,SC068A,Myocutaneous flap,65300
Surgical Oncology,SC,Regional flap,SC068A,Myocutaneous flap,65300
Plastic & Reconstructive Surgery,SP,Regional flap,SC068B,Fasciocutaneous flap,65300
Surgical Oncology,SC,Regional flap,SC068B,Fasciocutaneous flap,65300
Surgical Oncology,SC,Rotationplasty,SC069A,Rotationplasty,45000
Orthopaedics,SB,Bone tumors / soft tissue sarcomas: surgery,SC070A,Bone tumors / soft tissue sarcomas: surgery,30000
Surgical Oncology,SC,Bone tumors / soft tissue sarcomas: surgery,SC070A,Bone tumors / soft tissue sarcomas: surgery,30000
Surgical Oncology,SC,Endoprosthesis Revision,SC071A,Complete,72800
Surgical Oncology,SC,Endoprosthesis Revision,SC071B,Partial,43400
Surgical Oncology,SC,Vertebral Tumour Excision and Reconstruction,SC072A,Vertebral Tumour Excision and Reconstruction,54000
Plastic & Reconstructive Surgery,SP,Microvascular reconstruction (free flaps),SC073A,Microvascular reconstruction (free flaps),72600
Surgical Oncology,SC,Microvascular reconstruction (free flaps),SC073A,Microvascular reconstruction (free flaps),72600
CTVS,SV,Vascular reconstruction ,SC074A,Vascular reconstruction ,95300
Plastic & Reconstructive Surgery,SP,Vascular reconstruction ,SC074A,Vascular reconstruction ,95300
Surgical Oncology,SC,Vascular reconstruction ,SC074A,Vascular reconstruction ,95300
Surgical Oncology,SC,Curopsy / Sclerotherapy,SC075A,Curopsy / Sclerotherapy,19200
Surgical Oncology,SC,Chemo Port Insertion,SC076A,Chemo Port Insertion,19186.2
Surgical Oncology,SC,Posterior Exenteration (Gynaec),SC077A,Posterior Exenteration (Gynaec),70000
Surgical Oncology,SC,Bilateral pelvic lymph Node Dissection (BPLND)18,SC078A,Bilateral pelvic lymph Node Dissection (BPLND),25000
Surgical Oncology,SC,Plastic surgery flap division,SC079A,Head & Neck Flap Cutting any type,5000
